ts_code,ann_date,end_date,report_type,revenue,fin_exp,total_profit
000856.SZ,20050413,20041231,1,499381324.94,18822312.54,-58597119.88
000856.SZ,20041022,20040930,1,386161531.35,14573987.62,2196941.55
000856.SZ,20040803,20040630,1,247975446.4,8664691.75,4410413.43
000856.SZ,20040427,20040331,1,121495024.39,5355375.76,-1197613.84
000856.SZ,20040416,20031231,1,394559103.76,13410525.3,-32365261.37
000856.SZ,20031021,20030930,1,298591081.49,9076961.91,-5693358.3
000856.SZ,20030813,20030630,1,168442676.85,6428602.34,-15168991.12
000856.SZ,20030424,20030331,1,91827096.53,3984534.26,-6158665.66
000856.SZ,20030410,20021231,1,451373444.5,12465146.65,5937216.08
000856.SZ,20021029,20020930,1,334502410.34,9496197.49,-7881496.12
000856.SZ,20020809,20020630,1,175272588.89,4944999.56,-18444748.03
000856.SZ,20020427,20020331,1,72118090.76,2903644.2,-8700761.09
000856.SZ,20020410,20011231,1,402581571.09,8581592.36,-24733007.9
000856.SZ,20010731,20010630,1,180799559.43,1363041.71,11661059.68
000856.SZ,20010328,20001231,1,467476489.02,5234897.03,46531176.28
000856.SZ,20000725,20000630,1,192771078.21,1965684.79,13667381.74
000858.SZ,20190328,20181231,1,40030189599.87,-1085010763.65,18606822656.2
000858.SZ,20181029,20180930,1,29250287403.09,-794183981.64,13190363030.27
000858.SZ,20180828,20180630,1,21421181221.36,-526618366.85,9855470340.25
000858.SZ,20180828,20180630,1,21421181221.36,-526618366.85,9855470340.25
000858.SZ,20180428,20180331,1,13897660045.38,-264236441.21,6903377433.91
000858.SZ,20180428,20171231,1,30186780409.14,-890505901.86,13391688208.91
000858.SZ,20171027,20170930,1,21977596629.7,-639724334.28,9694812202.85
000858.SZ,20170828,20170630,1,15621127660.56,-427404960.65,6996410414.3
000858.SZ,20170428,20170331,1,10158807519.1,-216710540.4,4953232381.15
000858.SZ,20170331,20161231,1,24543792660.59,-765864110.92,9337410656.93
000858.SZ,20161028,20160930,1,17699643832.21,-559238520.83,7026635923.53
000858.SZ,20160824,20160630,1,13255638646.02,-341637035.05,5322974404.95
000858.SZ,20160429,20160331,1,8825564213.47,-179087361.55,3990542632.03
000858.SZ,20160328,20151231,1,21659287359.66,-732111447.74,8287493983.15
000858.SZ,20151029,20150930,1,15131341357.21,-555911422.9,6249888064.71
000858.SZ,20150828,20150630,1,11215414006.94,-357654118.22,4485866127.39
000858.SZ,20150429,20150331,1,6735435074.16,-173061007.17,3010242777.47
000858.SZ,20150417,20141231,1,21011491536.14,-657775551.17,8015916148.56
000858.SZ,20141029,20140930,1,15068314515.67,-490454942.11,6452091681.51
000858.SZ,20140828,20140630,1,11662532799.27,-344899041.83,5547543373.61
000858.SZ,20140428,20140331,1,6719851620.27,-245115593.8,3668316314.31
000858.SZ,20140418,20131231,1,24718588617.99,-826879677.56,11247079416.6
000858.SZ,20131028,20130930,1,19165837235.44,-659404182.44,9844446542.87
000858.SZ,20130815,20130630,1,15519877625.32,-471944898.51,8018840509.57
000858.SZ,20130423,20130331,1,8675799862.76,-238664090.94,5021265735.68
000858.SZ,20130402,20121231,1,27201045951.34,-789586016.6,13738666127.28
000858.SZ,20121030,20120930,1,21126603442.65,-620329449.93,10714823425.14
000858.SZ,20120820,20120630,1,15049709413.35,-400245467.82,6953750204.06
000858.SZ,20120420,20120331,1,8230651472.62,-142309808.88,4198837745.85
000858.SZ,20120328,20111231,1,20350594468.71,-476587420.81,8499953680.34
000858.SZ,20111027,20110930,1,15648774490.19,-235104521.34,6617520406.88
000858.SZ,20110816,20110630,1,10594830203.2,-187674784.07,4620487255.23
000858.SZ,20110427,20110331,1,6244557079.65,-23414404.64,2860511552.86
000858.SZ,20110330,20101231,1,15541300510.85,-192470846.37,6070242930.53
000858.SZ,20101022,20100930,1,11471710170.86,-105230410.26,4678944660.54
000858.SZ,20100811,20100630,1,7576545903.49,-77281557.63,3109457544.54
000858.SZ,20100426,20100331,1,4493625787.55,-11990167.3,2086683017.08
000858.SZ,20100319,20091231,1,11129220549.61,-109732181.41,4605588627.24
000858.SZ,20091019,20090930,1,8029680076.37,-66018480.22,3165661793.53
000858.SZ,20090818,20090630,1,5340889931.81,-40647909.57,2157825039.67
000858.SZ,20090422,20090331,1,3338850726.59,-10967664.69,1660437310.85
000858.SZ,20090218,20081231,1,7933068723.21,-159954267.43,2399155657.23
000858.SZ,20081020,20080930,1,6578679657.12,-87720223.98,2102072670.88
000858.SZ,20080818,20080630,1,4597277683.02,-74810065.36,1711707483.9
000858.SZ,20080423,20080331,1,3086147513.71,-15614749.33,1351525377.55
000858.SZ,20080228,20071231,1,7328555841.62,-92227613.01,2178346547.23
000858.SZ,20071018,20070930,1,6043063119.97,-41018279.99,1975096563.32
000858.SZ,20070803,20070630,1,4342880480.16,-36487207.52,1707052031.69
000858.SZ,20070420,20070331,1,3009852591.59,-3376979.14,1119753768.37
000858.SZ,20080228,20061231,1,7397006488.91,-50497352.53,1785912623.37
000858.SZ,20071018,20060930,1,5960287978.61,-26367719.06,1549585817.33
000858.SZ,20070803,20060630,1,4400713179.1,-24396518.0,1243144118.6
000858.SZ,20070420,20060331,1,2732632055.31,-2917708.8,829885641.63
000858.SZ,20060408,20051231,1,6418751478.32,-25225980.81,1195909167.23
000858.SZ,20051026,20050930,1,4967771279.19,-7438048.86,1157604089.34
000858.SZ,20050815,20050630,1,3807013164.2,-5495968.91,928586259.21
000858.SZ,20050419,20050331,1,2469452513.69,-6057952.72,655022009.11
000858.SZ,20050308,20041231,1,6297583438.98,-26456599.11,1271161056.04
000858.SZ,20041013,20040930,1,4578081987.81,-12780406.13,1034174338.03
000858.SZ,20040728,20040630,1,3457300399.23,-11107770.04,816283288.12
000858.SZ,20040415,20040331,1,2449943325.74,-1735818.19,576749189.02
000858.SZ,20040227,20031231,1,6333090598.79,-28358707.26,1087240669.87
000858.SZ,20031018,20030930,1,4640989046.47,-19582453.85,859671518.2
000858.SZ,20030808,20030630,1,3426815041.89,-12127010.28,639704194.79
000858.SZ,20030416,20030331,1,2274657872.19,-2445731.69,496908074.43
000858.SZ,20030228,20021231,1,5706517438.45,-26693808.86,869070350.39
000858.SZ,20021026,20020930,1,4483326842.39,-21740886.9,702478871.35
000858.SZ,20020817,20020630,1,3462399215.15,-11645839.7,500271545.93
000858.SZ,20020418,20020331,1,2263204765.06,-7526726.13,374639392.75
000858.SZ,20020228,20011231,1,4742095340.65,-25420934.84,933092174.58
000858.SZ,20011012,20010930,1,3700110000.0,,
000858.SZ,20010718,20010630,1,2817494022.58,-16481097.72,658209862.02
000858.SZ,20010427,20010331,1,1999899650.16,-5451391.75,420642649.89
000858.SZ,20010118,20001231,1,3953640138.96,-14348624.14,1007096192.78
000858.SZ,20000728,20000630,1,2667684533.92,-7438579.86,725162725.01
000859.SZ,20190410,20181231,1,1234226256.52,-726138.29,94958113.89
000859.SZ,20181030,20180930,1,874553236.52,1314375.08,65541856.93
000859.SZ,20180824,20180630,1,553614297.42,2452076.33,35353632.07
000859.SZ,20180425,20180331,1,253659100.31,2809678.08,916763.94
000859.SZ,20180412,20171231,1,1173119887.0,7751575.52,42326258.83
000859.SZ,20171026,20170930,1,822352282.67,5802161.48,9987503.85
000859.SZ,20170817,20170630,1,545704111.75,3829390.25,18273476.86
000859.SZ,20170426,20170331,1,281525822.99,2384960.11,6877694.02
000859.SZ,20170301,20161231,1,1144815939.1,9027673.36,8980186.38
000859.SZ,20161025,20160930,1,778401165.18,7553512.64,-16707342.37
000859.SZ,20160830,20160630,1,495262137.98,5177587.62,-11607552.31
000859.SZ,20160430,20160331,1,223104367.3,2235753.79,-11572969.06
000859.SZ,20160329,20151231,1,1090279298.5,15548311.59,4255189.13
000859.SZ,20151031,20150930,1,815885850.58,11165125.98,-18587023.04
000859.SZ,20150831,20150630,1,548003175.33,8388960.51,-8802883.12
000859.SZ,20150430,20150331,1,235778692.27,4587470.21,-8524977.86
000859.SZ,20150331,20141231,1,1311772489.68,10976517.8,6323088.92
000859.SZ,20141028,20140930,1,971262262.58,10128121.81,1125168.9
000859.SZ,20140829,20140630,1,633772902.31,6583297.04,-1499028.54
000859.SZ,20140430,20140331,1,291331732.89,4174968.68,-1881109.34
000859.SZ,20140318,20131231,1,1360615880.81,14940548.98,-42670060.52
000859.SZ,20131031,20130930,1,989765967.99,11521319.94,-32641877.42
000859.SZ,20130822,20130630,1,650612698.88,7863852.07,-23657099.43
000859.SZ,20130426,20130331,1,311774243.6,3733771.45,-15700084.57
000859.SZ,20130416,20121231,1,1429151801.52,16494235.15,1960626.45
000859.SZ,20121030,20120930,1,1069124963.58,13213294.96,3312768.46
000859.SZ,20120806,20120630,1,712998967.31,10102376.85,9655287.92
000859.SZ,20120425,20120331,1,355193166.89,7194741.09,6121205.65
000859.SZ,20120420,20111231,1,1765445444.29,19778368.87,31899455.63
000859.SZ,20111029,20110930,1,1327505650.76,14079637.39,41847392.0
000859.SZ,20110822,20110630,1,903014166.76,9938404.46,43889932.16
000859.SZ,20110422,20110331,1,446022707.14,4309869.4,32942517.38
000859.SZ,20110318,20101231,1,1452749886.54,17371607.45,62968246.5
000859.SZ,20101026,20100930,1,1099340516.18,12760768.67,64616671.33
000859.SZ,20100827,20100630,1,698249765.98,9185971.71,46837195.13
000859.SZ,20100427,20100331,1,309059299.67,4503031.37,2030948.32
000859.SZ,20100324,20091231,1,1290398329.79,32359661.8,-166412520.62
000859.SZ,20091030,20090930,1,924588855.95,27509728.88,-97960703.79
000859.SZ,20090821,20090630,1,578636304.38,20317241.12,-44328430.41
000859.SZ,20090428,20090331,1,244282923.62,11762935.0,-28910911.77
000859.SZ,20090408,20081231,1,1757242421.95,60071790.18,6110236.02
000859.SZ,20081028,20080930,1,1427517471.06,45621573.02,22182812.07
000859.SZ,20080815,20080630,1,964688558.4,30860109.77,24863047.55
000859.SZ,20080422,20080331,1,381692121.31,13758146.72,7387312.36
000859.SZ,20080422,20071231,1,1224694968.56,49046015.76,25999870.19
000859.SZ,20071030,20070930,1,864065291.23,32776584.28,13266833.85
000859.SZ,20070827,20070630,1,553740062.92,16954931.31,8319265.68
000859.SZ,20070426,20070331,1,268666899.78,7165694.7,2795211.18
000859.SZ,20080422,20061231,1,1074407217.18,42764291.24,20385640.36
000859.SZ,20071030,20060930,1,788571144.97,31901533.85,12006576.08
000859.SZ,20070827,20060630,1,504507118.95,16208847.22,6441285.37
000859.SZ,20070426,20060331,1,240582074.31,10221968.09,1666360.88
000859.SZ,20060425,20051231,1,878167801.24,31256856.42,9930869.67
000859.SZ,20051029,20050930,1,649016501.47,22210218.82,3217134.51
000859.SZ,20050812,20050630,1,415276879.33,9846512.44,2053256.68
000859.SZ,20050422,20050331,1,194117626.38,10051763.69,857788.46
000859.SZ,20050422,20041231,1,1060374216.03,34524760.99,11307159.83
000859.SZ,20041020,20040930,1,761509928.13,25257984.22,6523609.49
000859.SZ,20040812,20040630,1,479796277.21,15410734.1,4041838.46
000859.SZ,20040420,20040331,1,242543352.6,6754835.04,2616288.28
000859.SZ,20040306,20031231,1,865977051.05,33302842.61,5230628.47
000859.SZ,20031028,20030930,1,675465380.42,25503429.39,14320296.26
000859.SZ,20030822,20030630,1,458899175.51,16538772.99,8989041.87
000859.SZ,20030426,20030331,1,199278202.26,8642879.98,8877691.42
000859.SZ,20030326,20021231,1,759045740.38,30611370.92,82764980.06
000859.SZ,20021030,20020930,1,509227685.39,20296186.84,64433309.18
000859.SZ,20020809,20020630,1,336500829.06,12546168.55,46639850.24
000859.SZ,20020427,20020331,1,154423562.66,3785361.02,20584118.31
000859.SZ,20020226,20011231,1,614394852.06,25189498.98,81404867.5
000859.SZ,20010821,20010630,1,264866795.87,8358384.86,37956282.81
000859.SZ,20010403,20001231,1,476827869.08,11855733.14,59348667.62
000859.SZ,20000803,20000630,1,233616650.79,4224868.34,21526562.49
000860.SZ,20190315,20181231,1,12074373183.62,143639750.14,1059420070.56
000860.SZ,20181027,20180930,1,9203414443.3,117031606.94,730725511.55
000860.SZ,20180825,20180630,1,7232575161.31,87270597.54,650120783.86
000860.SZ,20180428,20180331,1,3972700039.98,40905891.62,495972566.32
000860.SZ,20180331,20171231,1,11733843205.8,157744409.99,637072574.7
000860.SZ,20171028,20170930,1,8848812630.24,116610314.88,385143719.3
000860.SZ,20170819,20170630,1,6548127572.98,100342100.85,344751254.05
000860.SZ,20170429,20170331,1,3843313242.97,44607833.79,246248990.46
000860.SZ,20170325,20161231,1,11197229070.59,256450089.26,544598262.27
000860.SZ,20161029,20160930,1,8779576324.84,207688245.23,377970917.2
000860.SZ,20160820,20160630,1,6267691852.63,139103416.9,336540903.47
000860.SZ,20160427,20160331,1,3633694156.43,77681461.31,239331872.21
000860.SZ,20160330,20151231,1,9637423354.44,171160545.78,560089528.75
000860.SZ,20151028,20150930,1,7531461867.17,118015102.63,431323790.08
000860.SZ,20150812,20150630,1,5744529495.43,78536714.24,366798819.42
000860.SZ,20150421,20150331,1,3234360076.67,44057565.2,266986152.28
000860.SZ,20150325,20141231,1,9480664077.56,163211032.6,535221176.02
000860.SZ,20141025,20140930,1,7142063619.62,132147353.59,423875619.82
000860.SZ,20140730,20140630,1,5801557254.22,85078582.66,355530893.51
000860.SZ,20140425,20140331,1,3206482196.3,37522728.24,247906713.98
000860.SZ,20140122,20131231,1,9072355382.26,152437332.67,300038330.21
000860.SZ,20131025,20130930,1,6560563104.36,111267453.49,236923674.33
000860.SZ,20130816,20130630,1,4788040197.54,69641954.6,202889187.15
000860.SZ,20130424,20130331,1,2599894163.82,32205488.31,139916995.91
000860.SZ,20130320,20121231,1,8341954741.39,220123082.7,205061821.82
000860.SZ,20121026,20120930,1,6392674603.57,176918772.2,181250462.69
000860.SZ,20120828,20120630,1,4541073914.91,110678272.77,167121939.99
000860.SZ,20120424,20120331,1,2487491460.94,48664326.41,112985623.95
000860.SZ,20120225,20111231,1,7580206465.16,124515863.57,374670395.35
000860.SZ,20111021,20110930,1,5606763762.66,76383700.03,342769999.86
000860.SZ,20110730,20110630,1,3698620293.75,32379158.07,316225090.71
000860.SZ,20110423,20110331,1,2002213216.26,11421557.83,120844957.81
000860.SZ,20110226,20101231,1,6268401059.55,34260325.42,347317486.76
000860.SZ,20101026,20100930,1,4896833111.31,32053936.17,314392330.73
000860.SZ,20100727,20100630,1,3416517863.56,29950175.35,215289685.9
000860.SZ,20100415,20100331,1,1970619216.62,11049480.4,133867721.72
000860.SZ,20100129,20091231,1,6087110989.58,42139317.77,245111784.74
000860.SZ,20091020,20090930,1,4528984669.82,34560687.05,187236735.0
000860.SZ,20090814,20090630,1,2883693082.5,25718769.83,118152871.3
000860.SZ,20090424,20090331,1,1489580130.54,15578915.39,70280370.46
000860.SZ,20090410,20081231,1,5175517194.3,46903595.73,306381636.57
000860.SZ,20081027,20080930,1,4140217944.76,26902652.45,235600217.66
000860.SZ,20080730,20080630,1,2931351776.45,16707412.3,156929659.71
000860.SZ,20080422,20080331,1,1597890276.11,5947090.41,108222493.19
000860.SZ,20080328,20071231,1,4521132046.63,33193253.04,214673124.46
000860.SZ,20071016,20070930,1,3408503216.95,36535087.64,147553469.49
000860.SZ,20070714,20070630,1,2220114909.55,21342207.73,88415914.18
000860.SZ,20070410,20070331,1,1025215669.4,13736989.87,48471369.33
000860.SZ,20080328,20061231,1,3225331325.14,28864619.94,120967390.56
000860.SZ,20071016,20060930,1,2338755243.96,23422867.65,100647577.65
000860.SZ,20070714,20060630,1,1554966872.28,12615305.07,56268653.8
000860.SZ,20070410,20060331,1,801627932.32,11635456.84,34624007.81
000860.SZ,20060415,20051231,1,2907713228.36,11508976.34,110525938.86
000860.SZ,20051029,20050930,1,2147011621.32,14077245.11,84427565.72
000860.SZ,20050812,20050630,1,1411898666.88,14856792.27,55949388.12
000860.SZ,20050419,20050331,1,748026424.71,6123008.09,33593282.64
000860.SZ,20050326,20041231,1,2171279644.41,-4617313.66,108131820.5
000860.SZ,20041022,20040930,1,1588424996.44,4540386.14,73229428.12
000860.SZ,20040818,20040630,1,972027505.22,3404638.04,47770530.39
000860.SZ,20040415,20040331,1,472545620.18,1065024.25,24248383.72
000860.SZ,20040116,20031231,1,1324608482.73,9279398.97,95193504.71
000860.SZ,20031031,20030930,1,970045899.42,7112802.67,69757372.96
000860.SZ,20030722,20030630,1,622004435.97,5135579.28,48144338.7
000860.SZ,20030419,20030331,1,308131534.57,416480.39,21844552.48
000860.SZ,20030228,20021231,1,1037688752.33,6041252.11,79448039.84
000860.SZ,20021026,20020930,1,734976410.51,2433042.75,56636252.4
000860.SZ,20020823,20020630,1,488768868.22,1075965.46,39135733.15
000860.SZ,20020423,20020331,1,213469913.84,860208.98,17229084.54
000860.SZ,20020419,20011231,1,774081629.25,-5293711.52,78004602.66
000860.SZ,20010816,20010630,1,396557411.17,-1523387.25,39108924.22
000860.SZ,20010315,20001231,1,677131956.4,-6160307.27,85165386.69
000860.SZ,20000721,20000630,1,333647200.83,-4279172.45,53190551.76
000868.SZ,20190416,20181231,1,3146799184.83,75447865.47,-737498911.03
000868.SZ,20190416,20181231,1,3146799184.83,75447865.47,-737498911.03
000868.SZ,20181027,20180930,1,2039166381.73,59067556.02,-251149770.14
000868.SZ,20180829,20180630,1,1493398172.71,41002468.82,-145761126.6
000868.SZ,20180424,20180331,1,656795171.17,23712853.17,-93846925.74
000868.SZ,20180321,20171231,1,5448916378.34,72485829.76,-295314186.79
000868.SZ,20171027,20170930,1,3217272645.28,69574174.35,-147114218.54
000868.SZ,20170822,20170630,1,2376693836.45,49758062.84,-64054172.92
000868.SZ,20170420,20170331,1,986172419.16,22565880.77,-27991380.2
000868.SZ,20170314,20161231,1,4757326623.69,58026559.79,78769011.9
000868.SZ,20161027,20160930,1,2896921783.26,43686429.54,26573568.65
000868.SZ,20160823,20160630,1,1779329876.02,20497556.71,24804844.26
000868.SZ,20160419,20160331,1,923303638.51,8862647.44,5550343.07
000868.SZ,20160412,20151231,1,4022112450.11,11805462.7,1862241.07
000868.SZ,20151020,20150930,1,2623817927.14,7763566.22,15699837.17
000868.SZ,20150804,20150630,1,1722200976.73,4512490.78,22696244.07
000868.SZ,20150428,20150331,1,780330424.52,-304995.4,-1408688.2
000868.SZ,20150324,20141231,1,4835294625.24,7394799.76,66180057.09
000868.SZ,20141031,20140930,1,3520675098.36,4863803.67,45009352.99
000868.SZ,20140818,20140630,1,2250286665.06,-2121959.86,28912345.44
000868.SZ,20140429,20140331,1,1048590848.06,-1957250.73,9853653.54
000868.SZ,20140318,20131231,1,3539046825.57,8638539.8,-45244846.03
000868.SZ,20131022,20130930,1,2801921798.06,843955.46,-29177083.09
000868.SZ,20130820,20130630,1,2056466518.21,524498.53,25468482.45
000868.SZ,20130419,20130331,1,796854680.13,2165123.07,3133622.57
000868.SZ,20130319,20121231,1,3841363538.42,6843087.95,116152295.72
000868.SZ,20121018,20120930,1,2657007380.09,5375497.58,67551258.51
000868.SZ,20120814,20120630,1,1463580083.28,3082904.69,17527595.01
000868.SZ,20120419,20120331,1,783498722.76,1671819.75,14680801.69
000868.SZ,20120316,20111231,1,3736270436.39,11035057.44,118862218.13
000868.SZ,20111022,20110930,1,2479277934.69,8545881.85,62563195.45
000868.SZ,20110825,20110630,1,1572841717.17,6309298.67,36456965.69
000868.SZ,20110416,20110331,1,655621900.53,2355895.81,14657425.44
000868.SZ,20110305,20101231,1,3152638840.15,10163273.94,80510526.07
000868.SZ,20101015,20100930,1,2138595348.54,5115554.52,42517818.17
000868.SZ,20100820,20100630,1,1484398984.29,2894289.89,30299240.32
000868.SZ,20100424,20100331,1,674032853.77,1318373.84,13515589.2
000868.SZ,20100318,20091231,1,2190301113.17,8597973.36,26412180.62
000868.SZ,20091028,20090930,1,1340903293.29,6831482.92,4834733.89
000868.SZ,20090812,20090630,1,745008853.4,4557644.0,-14411805.47
000868.SZ,20090421,20090331,1,241143133.28,3172891.28,-25506949.39
000868.SZ,20090327,20081231,1,2142050853.68,17093832.15,37115428.22
000868.SZ,20081031,20080930,1,1651143969.62,12571741.29,5701938.99
000868.SZ,20080814,20080630,1,1188369447.27,8898227.57,10107524.88
000868.SZ,20080422,20080331,1,312606642.65,2260392.3,1852248.73
000868.SZ,20080416,20071231,1,1169795346.74,3835648.55,29663497.62
000868.SZ,20071022,20070930,1,734694160.47,869991.67,11704832.54
000868.SZ,20070822,20070630,1,462363348.57,-347963.65,7503804.46
000868.SZ,20070426,20070331,1,217080863.78,608415.33,3299922.32
000868.SZ,20080416,20061231,1,1024511681.1,6230223.47,-113931737.15
000868.SZ,20071022,20060930,1,723324907.3,3536906.42,10674725.44
000868.SZ,20070822,20060630,1,450069056.95,4020106.76,3342763.32
000868.SZ,20070426,20060331,1,198011843.93,2044725.03,52050.25
000868.SZ,20060321,20051231,1,1054541748.58,2786365.09,7838418.89
000868.SZ,20051018,20050930,1,713806922.74,2795387.83,4829053.6
000868.SZ,20050810,20050630,1,470135723.83,1415109.01,2495412.8
000868.SZ,20050419,20050331,1,217864776.55,372265.54,2356740.54
000868.SZ,20050310,20041231,1,915260787.4,4063146.35,6504327.34
000868.SZ,20041019,20040930,1,621845410.57,84598.7,3854057.97
000868.SZ,20040805,20040630,1,369539052.08,-938237.64,2301726.26
000868.SZ,20040416,20040331,1,135217415.0,-1186833.7,-141510.6
000868.SZ,20040323,20031231,1,732519871.61,3642189.27,17022045.03
000868.SZ,20031031,20030930,1,457890388.95,3125248.8,3001452.91
000868.SZ,20030806,20030630,1,289492107.24,2471788.82,1557954.84
000868.SZ,20030417,20030331,1,170644475.24,2000480.66,4211915.32
000868.SZ,20030308,20021231,1,487973439.57,13121598.31,-40424189.3
000868.SZ,20021029,20020930,1,280289621.38,9064755.33,857811.85
000868.SZ,20020731,20020630,1,184692055.51,6109953.62,2156933.74
000868.SZ,20020425,20020331,1,83736767.77,3017342.89,449785.94
000868.SZ,20020315,20011231,1,445895950.06,15479907.56,11389423.62
000868.SZ,20010803,20010630,1,202258029.72,9332326.16,1138366.26
000868.SZ,20010310,20001231,1,370916108.43,8296902.35,17683985.51
000868.SZ,20000729,20000630,1,164165391.38,7390477.35,1667103.19
000875.SZ,20190329,20181231,1,7301107308.38,1149789100.51,322618050.74
000875.SZ,20181030,20180930,1,4997442876.84,805209295.63,117292792.08
000875.SZ,20180830,20180630,1,3527121012.72,518525086.92,231624908.28
000875.SZ,20180427,20180331,1,2010094532.63,250466513.84,176575697.29
000875.SZ,20180330,20171231,1,5102633471.26,755927225.41,-265196617.45
000875.SZ,20171027,20170930,1,3527167881.98,529136987.95,-60292307.05
000875.SZ,20170825,20170630,1,2410125886.51,338373090.91,76504858.0
000875.SZ,20170428,20170331,1,1444711022.47,170247358.44,97472139.35
000875.SZ,20170331,20161231,1,4404523664.52,740991416.31,55952035.69
000875.SZ,20161028,20160930,1,3019961361.73,554575276.73,86581684.61
000875.SZ,20160826,20160630,1,2069702840.68,359335761.78,114624609.32
000875.SZ,20160428,20160331,1,1218476542.13,182909439.41,134213662.35
000875.SZ,20160325,20151231,1,4302021917.39,757067444.4,164030519.79
000875.SZ,20151028,20150930,1,3056204496.39,570871654.3,71288273.77
000875.SZ,20150826,20150630,1,2100658477.66,367697228.99,101804550.15
000875.SZ,20150428,20150331,1,1294260297.82,191265230.35,120832131.06
000875.SZ,20150327,20141231,1,4752948387.11,733670591.2,79835235.53
000875.SZ,20141030,20140930,1,3434523409.02,544448007.9,27886553.72
000875.SZ,20140819,20140630,1,2156738146.13,329980605.88,-76639195.9
000875.SZ,20140423,20140331,1,1154544405.84,171660990.63,45440801.3
000875.SZ,20140328,20131231,1,4346982343.92,646370673.2,23969249.15
000875.SZ,20131026,20130930,1,3189459013.4,511578032.63,40521453.59
000875.SZ,20130822,20130630,1,2124812549.04,336047201.29,52332974.52
000875.SZ,20130425,20130331,1,1230275842.85,169910562.01,54833705.1
000875.SZ,20130425,20121231,1,4383719381.82,735554104.73,-459997695.66
000875.SZ,20121025,20120930,1,3244600042.13,548709740.23,-338142111.57
000875.SZ,20120815,20120630,1,2218369249.73,356789297.0,-251303488.52
000875.SZ,20120423,20120331,1,1215847547.46,169424221.46,-155868681.11
000875.SZ,20120411,20111231,1,4557355772.4,480028253.16,40272237.02
000875.SZ,20111024,20110930,1,3082468849.48,271340111.84,-64433527.46
000875.SZ,20110824,20110630,1,2005737606.87,168615629.98,2804831.45
000875.SZ,20110427,20110331,1,1057397748.63,75136180.38,12038871.55
000875.SZ,20110418,20101231,1,2536587134.3,106879856.69,59544880.89
000875.SZ,20101026,20100930,1,1667620726.72,66808788.22,20667358.06
000875.SZ,20100820,20100630,1,1150245631.59,27317098.42,6867689.46
000875.SZ,20100423,20100331,1,611345220.57,13318576.29,7373097.41
000875.SZ,20100331,20091231,1,2034135466.64,41178609.63,196884947.39
000875.SZ,20091023,20090930,1,1388979224.39,28947310.34,-13039532.48
000875.SZ,20090720,20090630,1,917119052.98,19298160.12,-31995612.79
000875.SZ,20090422,20090331,1,402492066.52,6576055.91,-44635359.64
000875.SZ,20090410,20081231,1,1560557693.02,40141066.33,-436075241.99
000875.SZ,20081029,20080930,1,1148307993.33,39731595.72,-103849966.14
000875.SZ,20080827,20080630,1,799633798.4,37987013.51,-21250935.96
000875.SZ,20080430,20080331,1,437785502.81,18590244.13,9405168.18
000875.SZ,20080426,20071231,1,1324464109.44,4246751.95,93418821.48
000875.SZ,20071024,20070930,1,1002660649.99,-294963.53,92037281.53
000875.SZ,20070823,20070630,1,705025740.2,-173810.75,57762160.7
000875.SZ,20070427,20070331,1,366076015.38,73311.22,27933334.42
000875.SZ,20080426,20061231,1,1380035495.92,-375604.29,64614853.35
000875.SZ,20071024,20060930,1,954984436.65,-510749.43,40440690.66
000875.SZ,20070823,20060630,1,630010365.0,-120675.97,21654655.81
000875.SZ,20070427,20060331,1,340796076.68,-149773.29,15222930.54
000875.SZ,20060329,20051231,1,1209403114.85,1168548.71,-127947297.6
000875.SZ,20051031,20050930,1,920083504.43,419898.17,-43407662.09
000875.SZ,20050812,20050630,1,632797237.94,-192973.78,8926524.44
000875.SZ,20050429,20050331,1,326405678.51,49815.92,15491931.9
000875.SZ,20050422,20041231,1,1174314737.27,852096.01,85873992.54
000875.SZ,20041025,20040930,1,857002257.05,633929.69,72665540.19
000875.SZ,20040730,20040630,1,576709869.08,869784.16,55750524.51
000875.SZ,20040429,20040331,1,289375233.31,261848.94,31162086.27
000875.SZ,20040420,20031231,1,1070364289.5,3902830.27,82743190.77
000875.SZ,20031030,20030930,1,810970892.47,3032931.81,83504556.84
000875.SZ,20030829,20030630,1,528979148.89,1910777.01,39974647.02
000875.SZ,20030430,20030331,1,281112558.72,887875.47,29527926.96
000875.SZ,20030408,20021231,1,951976352.96,3583492.64,123831002.69
000875.SZ,20021031,20020930,1,675885130.79,3337142.58,122869531.87
000875.SZ,20020921,20020630,1,451981933.33,2283144.44,82747769.74
000875.SZ,20020921,20011231,1,832502350.52,5156622.63,109599163.21
000875.SZ,20020921,20001231,1,882505846.84,2021756.95,197460720.59
000876.SZ,20190404,20181231,1,69063225293.92,341261399.65,2990684725.99
000876.SZ,20190404,20181231,1,69063225293.92,341261399.65,2990684725.99
000876.SZ,20181031,20180930,1,50813902568.69,249096061.93,2443392294.78
000876.SZ,20180831,20180630,1,31642779555.68,193460280.37,1523673217.87
000876.SZ,20180428,20180331,1,14806709023.64,123229175.92,889109654.53
000876.SZ,20180428,20171231,1,62566848592.71,300469946.68,3211011868.32
000876.SZ,20171031,20170930,1,45862934692.84,229790396.79,2689282997.89
000876.SZ,20170830,20170630,1,29788493938.88,128453474.98,1582347910.76
000876.SZ,20170428,20170331,1,14614442590.06,53876363.17,863341960.72
000876.SZ,20170428,20161231,1,60879523157.4,221615062.51,3271004645.6
